Date,Open,High,Low,Close,Volume,Adj Close
2011-03-09,354.689987,354.760002,350.599987,352.46999,113326500,46.63124
2011-03-08,354.909992,357.400009,352.250011,355.759998,89079200,47.066503
2011-03-07,361.399994,361.669987,351.30999,355.359989,136530800,47.013583
2011-03-04,360.070004,360.290009,357.750004,359.999989,113316700,47.627448
2011-03-03,357.189991,359.789997,355.920002,359.560005,125197100,47.569238
2011-03-02,349.959999,354.350006,348.39999,352.119995,150647700,46.584936
2011-03-01,355.470005,355.719997,347.68,349.309998,114034200,46.213178
2011-02-28,351.240002,355.049995,351.119999,353.210007,100768500,46.729143
2011-02-25,345.259998,348.430004,344.799988,348.160011,95004700,46.061037
2011-02-24,344.019997,345.150009,338.369987,342.879997,124975200,45.362499
2011-02-23,338.769997,344.640011,338.609993,342.619991,167963600,45.3281
2011-02-22,342.149994,345.400002,337.720013,338.609993,218138900,44.797584
2011-02-18,358.709999,359.500004,349.519989,350.560013,204014300,46.378553
2011-02-17,357.249992,360.270008,356.519989,358.300003,132645800,47.402542
2011-02-16,360.800007,364.899994,360.50,363.129993,120289400,48.041542
2011-02-15,359.19001,359.970001,357.549999,359.900013,71043700,47.614221
2011-02-14,356.790009,359.480003,356.710007,359.179996,77604100,47.518964
2011-02-11,354.749989,357.799992,353.540001,356.85001,91893200,47.21071
2011-02-10,357.389996,359.999989,348.000008,354.539997,232137500,46.905099
2011-02-09,355.189999,358.999992,354.869991,358.16,120686300,47.38402
2011-02-08,353.680004,355.519993,352.150009,355.200012,95260200,46.992418
2011-02-07,347.889992,353.250008,347.639999,351.87999,121255400,46.553184
2011-02-04,343.639988,346.700005,343.509998,346.50,80460100,45.84142
2011-02-03,343.799992,344.240002,338.549992,343.44001,98449400,45.436588
2011-02-02,344.449993,345.250011,343.549999,344.320004,64738800,45.553009
2011-02-01,341.299988,345.649994,340.980007,345.030006,106658300,45.646942
2011-01-31,335.799995,340.040012,334.299988,339.319996,94311700,44.891516
2011-01-28,344.169987,344.400005,333.53001,336.100002,148014300,44.465516
2011-01-27,343.779991,344.689999,342.830009,343.209991,71256500,45.406157
2011-01-26,342.959999,345.600006,341.499992,343.850006,126718900,45.49083
