Date,Open,High,Low,Close,Volume,Adj Close
2012-03-09,199.979996,201.100006,199.720001,200.619995,3178200,181.834985
2012-03-08,199.240005,199.990005,198.649994,199.809998,3145800,181.100832
2012-03-07,198.089996,198.570007,197.309998,197.770004,3346900,179.251853
2012-03-06,199.139999,199.639999,196.809998,197.259995,5214700,178.789597
2012-03-05,198.360001,201.190002,198.300003,200.660004,6938000,181.871248
2012-03-02,197.100006,198.889999,197.059998,198.809998,3727400,180.194466
2012-03-01,197.229996,198.470001,196.929993,197.529999,3560300,179.03432
2012-02-29,197.860001,199.169998,196.449997,196.729996,5117100,178.309225
2012-02-28,197.75,198.960007,197.429993,197.979996,3167400,179.442182
2012-02-27,196.779999,198.710007,196.100006,197.529999,3758400,179.03432
2012-02-24,198.380005,198.559998,196.610001,197.759995,3353200,179.24278
2012-02-23,193.869995,199.229996,193.279999,197.610001,8032700,179.106831
2012-02-22,193.029999,194.740005,192.75,193.869995,3275800,175.71702
2012-02-21,193.729996,194.240005,192.460007,193.389999,3293600,175.281969
2012-02-17,193.710007,193.860001,192.300003,193.419998,3746500,175.309158
2012-02-16,192.610001,193.25,192.00,193.020004,3525500,174.946618
2012-02-15,192.309998,193.440002,191.259995,192.25,4020900,174.248713
2012-02-14,191.759995,192.600006,190.830002,192.220001,3398100,174.221523
2012-02-13,193.309998,193.690002,191.740005,192.619995,2458800,174.584063
2012-02-10,191.759995,192.429993,191.279999,192.419998,3391100,174.402793
2012-02-09,193.029999,194.460007,192.550003,193.130005,3876400,175.046319
2012-02-08,192.779999,193.580002,191.729996,192.949997,3803800,174.883166
2012-02-07,192.449997,194.139999,191.970001,193.350006,3433000,174.565944
2012-02-06,192.479996,193.759995,192.00,192.820007,3639800,174.087435
2012-02-03,192.929993,194.130005,192.539993,193.639999,4521700,174.827764
2012-02-02,192.720001,193.330002,191.330002,191.529999,3907300,172.922751
2012-02-01,193.210007,194.809998,192.410004,192.619995,5088800,173.906854
2012-01-31,193.089996,193.100006,191.00,192.600006,4826800,173.888807
2012-01-30,189.389999,192.729996,188.220001,192.50,4359000,173.798516
2012-01-27,190.009995,191.770004,189.809998,190.460007,3360400,171.95671
2012-01-26,191.789993,192.789993,190.470001,190.979996,4004700,172.426181
2012-01-25,191.330002,192.240005,189.610001,191.729996,4359700,173.103318
2012-01-24,188.630005,192.300003,188.520004,191.929993,5345700,173.283886
2012-01-23,187.910004,190.520004,187.669998,189.979996,5751700,171.523332
2012-01-20,185.770004,188.970001,184.75,188.520004,12849700,170.205179
2012-01-19,181.789993,182.360001,180.350006,180.520004,8567200,162.982384
2012-01-18,179.830002,181.600006,179.50,181.070007,4600600,163.478954
2012-01-17,180.360001,182.00,179.320007,180.00,6003400,162.512898
2012-01-13,179.479996,179.610001,177.350006,179.160004,5279200,161.754508
2012-01-12,181.860001,181.910004,178.380005,180.550003,6881000,163.009468
2012-01-11,180.729996,182.809998,180.50,182.320007,4110800,164.607516
2012-01-10,183.229996,183.720001,181.199997,181.309998,5161000,163.695629
2012-01-09,182.199997,182.270004,180.270004,181.589996,5201200,163.948426
2012-01-06,184.389999,184.479996,182.309998,182.539993,4897100,164.80613
2012-01-05,184.809998,185.029999,183.100006,184.660004,4463100,166.72018
2012-01-04,185.570007,186.330002,184.940002,185.539993,4346700,167.514678
2012-01-03,186.729996,188.710007,186.00,186.300003,5646000,168.200853
2011-12-30,186.330002,186.479996,183.850006,183.880005,3530900,166.015959
2011-12-29,184.070007,186.229996,184.009995,186.179993,2941600,168.092501
2011-12-28,185.190002,185.399994,183.339996,183.990005,2872000,166.115273
2011-12-27,184.970001,185.850006,184.389999,184.949997,2775200,166.982
2011-12-23,183.110001,184.850006,181.889999,184.75,3052300,166.801433
2011-12-22,182.710007,182.800003,181.00,182.039993,5052000,164.354705
2011-12-21,183.220001,183.50,179.039993,181.470001,9282500,163.840088
2011-12-20,185.50,187.330002,184.759995,187.240005,4740100,169.049533
2011-12-19,184.509995,184.690002,182.25,182.889999,5039900,165.122133
2011-12-16,188.009995,188.009995,181.910004,183.570007,11849400,165.736078
2011-12-15,190.479996,191.199997,186.889999,187.479996,4474500,169.266208
2011-12-14,189.839996,190.279999,188.00,188.720001,5057700,170.385747
2011-12-13,193.460007,194.300003,190.639999,191.149994,5008400,172.579664
2011-12-12,193.639999,193.899994,191.220001,192.179993,3796100,173.509598
2011-12-09,192.910004,194.869995,192.399994,194.559998,4847900,175.658384
2011-12-08,192.479996,193.800003,191.070007,191.580002,4369000,172.967897
2011-12-07,191.990005,194.899994,191.279999,194.050003,5081700,175.197936
2011-12-06,190.649994,193.529999,190.320007,192.940002,4144900,174.195772
2011-12-05,191.179993,193.610001,190.380005,190.839996,5699400,172.299783
2011-12-02,189.919998,191.330002,189.449997,189.660004,4962200,171.234427
2011-12-01,187.009995,189.990005,186.770004,189.449997,4858800,171.044823
2011-11-30,184.570007,188.350006,184.210007,188.00,7836800,169.735694
2011-11-29,182.020004,183.309998,180.839996,180.940002,3661600,163.361579
2011-11-28,182.710007,182.929993,180.669998,182.210007,4524200,164.508202
2011-11-25,178.009995,179.559998,177.059998,177.059998,2232800,159.858519
2011-11-23,180.669998,181.490005,177.520004,177.949997,4800900,160.662054
2011-11-22,182.220001,182.979996,180.289993,181.309998,4178600,163.695629
2011-11-21,183.369995,183.960007,180.00,181.479996,5145100,163.849112
